Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Average_Annual_Percent_Growth
2,Hospital Care ($),State,7,Rocky Mountains,Montana,999.84,1052.784,1081.772,1107.165,1197.196,1158.158,1320.71,1416.895,1520.325,1588.615,1722.065,1805.198,1936.134,2084.56,2292.641,2439.309,2557.772,2692.063,2839.929,6
2,Hospital Care ($),State,7,Rocky Mountains,Utah,766.801,819.371,846.853,852.181,883.701,938.953,1005.28,965.233,936.497,1041.735,1118.56,1207.501,1299.127,1422.002,1539.606,1571.247,1630.762,1766.474,1829.562,4.9
2,Hospital Care ($),State,7,Rocky Mountains,Wyoming,1015.694,1015.504,1078.931,1133.418,1221.248,1289.674,1346.65,1404.118,1523.556,1633.438,1748.498,1898.187,2027.696,2155.179,2364.667,2529.466,2666.815,2780.066,2913.075,6
2,Hospital Care ($),Region,8,Far West,,957.81,1017.917,1052.853,1066.367,1068.699,1071.352,1071.063,1120.48,1188.642,1235.243,1348.119,1441.215,1548.701,1643.633,1733.153,1832.705,1928.812,2070.113,2157.047,4.6
2,Hospital Care ($),State,8,Far West,Alaska,1105.465,1154.923,1209.623,1251.092,1401.622,1536.188,1637.855,1650.034,1753.035,1947.147,2195.797,2287.351,2410.612,2520.688,2910.485,3126.439,3350.137,3674.625,3879.037,7.2
2,Hospital Care ($),State,8,Far West,California,981.174,1038.175,1074.285,1081.117,1074.628,1066.34,1061.495,1120.807,1177.918,1222.768,1331.153,1413.586,1520.183,1613.041,1690.677,1791.209,1865.978,2000.193,2077.337,4.3
2,Hospital Care ($),State,8,Far West,Hawaii,1050.814,1125.335,1213.093,1278.161,1327.098,1416.034,1347.172,1331.706,1387.931,1429.76,1587.89,1631.685,1775.171,1822.848,1972.057,2059.783,2177.5,2365.426,2480.311,4.9
2,Hospital Care ($),State,8,Far West,Nevada,866.238,906.985,938.663,969.058,951.442,970.044,954.646,978.629,1035.83,1079.411,1185.018,1333.327,1372.203,1487.941,1548.652,1623.947,1749.478,1891.032,1948.597,4.6
2,Hospital Care ($),State,8,Far West,Oregon,808.278,886.51,929.226,939.807,972.838,988.939,1028.895,1084.666,1148.974,1232.601,1364.802,1475.346,1550.548,1675.617,1802.334,1913.594,2010.389,2086.159,2207.818,5.7
2,Hospital Care ($),State,8,Far West,Washington,889.116,961.81,974.67,1013.078,1030.798,1053.233,1066.4,1083.589,1222.138,1246.228,1354.709,1490.785,1639.695,1729.949,1833.334,1919.424,2106.282,2296.12,2409.389,5.7
3,Physician & Clinical Services ($),United States,0,United States,,697.75,745.612,780.086,806.359,834.779,858.519,890.757,935.056,971.659,1027.831,1104.011,1184.478,1269.427,1343.693,1419.331,1479.811,1534.882,1599.35,1649.689,4.9
3,Physician & Clinical Services ($),Region,1,New England,,697.452,748.421,796.431,816.692,867.32,892.026,950.921,1019.328,1037.648,1112.195,1213.311,1313.412,1378.245,1469.888,1542.943,1639.086,1732.541,1841.038,1921.985,5.8
3,Physician & Clinical Services ($),State,1,New England,Connecticut,817.681,851.824,867.412,920.465,1010.967,1016.707,1068.818,1127.205,1133.974,1209.776,1330.295,1413.712,1473.072,1597.225,1583.356,1680.363,1783.33,1887.831,1951.882,5
3,Physician & Clinical Services ($),State,1,New England,Maine,525.942,580.965,632.188,617.833,664.542,704.21,771.384,823.585,916.891,1001.811,1134.922,1210.261,1305.079,1355.62,1411.025,1424.108,1467.189,1499.715,1566.726,6.3
3,Physician & Clinical Services ($),State,1,New England,Massachusetts,713.531,775.53,843.857,849.004,875.171,902.067,975.455,1049.067,1043.327,1117.294,1211.242,1352.722,1412.158,1484.169,1591.953,1721.588,1842.261,1981.076,2077.771,6.1
3,Physician & Clinical Services ($),State,1,New England,New Hampshire,593.356,655.624,680.891,734.392,792.565,862.626,895.317,1015.107,1104.533,1143.537,1214.75,1199.25,1265.871,1427.579,1525.675,1593.629,1689.014,1760.145,1862.884,6.6
3,Physician & Clinical Services ($),State,1,New England,Rhode Island,636.578,675.011,737.194,743.195,816.641,810.972,824.781,863.77,876.51,947.45,1011.581,1085.55,1150.591,1238.045,1387.575,1442.517,1471.144,1565.511,1608.13,5.3
3,Physician & Clinical Services ($),State,1,New England,Vermont,513.425,540.159,575.479,602.144,637.278,679.477,738.475,790.135,833.933,964.304,1089.882,1187.45,1274.014,1338.708,1388.83,1435.618,1399.127,1467.528,1512.367,6.2
3,Physician & Clinical Services ($),Region,2,Mideast,,710.564,769.804,803.875,849.348,883.009,897.81,930.447,958.109,1015.909,1079.338,1164.046,1241.505,1324.7,1391.999,1462.85,1539.456,1623.852,1719.669,1776.97,5.2
3,Physician & Clinical Services ($),State,2,Mideast,Delaware,742.613,781.804,810.736,873.718,886.357,909.669,983.913,996.132,1162.897,1214.993,1280.474,1441.196,1640.508,1700.667,1751.893,1796.011,1850.505,1952.349,1977.771,5.6
3,Physician & Clinical Services ($),State,2,Mideast,District of Columbia,1015.359,1122.821,1131.392,1169.776,1196.436,1141.821,1127.725,1117.117,1153.434,1246.076,1383.197,1517.668,1594.272,1770.016,1620.41,1641.094,1803.423,1790.267,1769.847,3.1
3,Physician & Clinical Services ($),State,2,Mideast,Maryland,789.829,832.783,884.185,957.151,951.733,979.584,999.774,948.329,1072.907,1144.395,1198.49,1293.582,1385.835,1477.005,1519.045,1610.271,1684.688,1732.429,1792.261,4.7
3,Physician & Clinical Services ($),State,2,Mideast,New Jersey,774.544,871.174,874.874,927.54,1009.442,1007.08,1051.325,1067.802,1124.576,1230.391,1313.024,1399.498,1427.199,1506.145,1640.862,1713.598,1884.635,2000.432,2048.908,5.6
3,Physician & Clinical Services ($),State,2,Mideast,New York,659.93,731.024,770.193,802.404,841.131,861.132,891.913,952.379,965.913,1008.719,1116.646,1183.879,1274.666,1318.348,1378.911,1485.909,1522.024,1629.434,1696.049,5.4
3,Physician & Clinical Services ($),State,2,Mideast,Pennsylvania,696.105,718.301,758.943,807.6,819.143,834.377,866.307,887.095,978.71,1040.306,1101.898,1172.572,1270.766,1351.085,1417.757,1448.019,1550.595,1640.701,1694.078,5.1
3,Physician & Clinical Services ($),Region,3,Great Lakes,,647.673,687.798,723.267,751.031,771.577,792.997,808.851,853.153,901.605,964.775,1051.836,1137.115,1208.493,1271.429,1343.499,1415.332,1469.265,1484.398,1528.128,4.9
3,Physician & Clinical Services ($),State,3,Great Lakes,Illinois,656.183,701.688,743.413,777.56,797.18,826.659,850.66,916.016,932.139,1005.721,1058.177,1173.892,1245.856,1295.315,1359.849,1444.407,1503.37,1528.726,1570.175,5
3,Physician & Clinical Services ($),State,3,Great Lakes,Indiana,594.911,643.736,698.847,711.91,709.128,733.728,755.677,828.834,884.21,925.961,1031.227,1086.798,1174.597,1256.985,1347.398,1434.565,1460.885,1505.872,1515.627,5.3
3,Physician & Clinical Services ($),State,3,Great Lakes,Michigan,646.235,666.827,682.609,712.723,738.059,759.083,775.786,803.529,852.611,894.064,945.029,1000.588,1053.409,1113.798,1180.37,1246.456,1284.352,1311.794,1366.2,4.2
3,Physician & Clinical Services ($),State,3,Great Lakes,Ohio,673.224,708.67,734.323,756.177,770.905,796.301,794.77,827.719,867.152,945.619,1057.916,1139.853,1215.588,1272.106,1318.134,1347.172,1406.122,1411.59,1455.871,4.4
3,Physician & Clinical Services ($),State,3,Great Lakes,Wisconsin,633.917,698.982,756.185,794.061,846.767,838.208,863.984,881.623,1014.72,1085.5,1245.296,1355.037,1431.079,1520.096,1651.296,1773.406,1862.617,1814.759,1879.123,6.2
3,Physician & Clinical Services ($),Region,4,Plains,,592.195,646.346,683.846,723.936,747.636,781.354,803.555,895.854,915.854,1000.835,1060.785,1137.848,1216.468,1263.666,1286.946,1339.618,1415.587,1449.402,1482.417,5.2
3,Physician & Clinical Services ($),State,4,Plains,Iowa,549.073,599.096,641.54,672.239,681.244,706.947,729.005,825.025,856.774,906.421,984.749,1018.949,1143.31,1170.435,1214.815,1249.276,1281.389,1353.587,1381.237,5.3
3,Physician & Clinical Services ($),State,4,Plains,Kansas,679.908,722.579,751.309,792.41,841.274,870.819,890.243,962.571,968.319,1091.356,1169.55,1252.618,1376.457,1450.596,1512.233,1541.302,1603.638,1740.265,1767.462,5.5
3,Physician & Clinical Services ($),State,4,Plains,Minnesota,630.707,685.221,768.485,807.901,868.013,927.129,920.058,1079.299,1075.526,1173.615,1272.34,1304.41,1379.5,1416.806,1472.647,1550.689,1632.04,1604.658,1653.797,5.5
3,Physician & Clinical Services ($),State,4,Plains,Missouri,560.723,624.141,632.686,683.671,675.627,702.454,743.22,804.449,830.975,910.182,922.396,1043.976,1070.094,1108.16,1077.003,1110.65,1212.906,1244.358,1276.504,4.7
3,Physician & Clinical Services ($),State,4,Plains,Nebraska,521.829,577.558,601.213,628.966,613.437,630.458,667.804,735.744,762.938,845.925,942.978,1035.54,1138.081,1240.002,1257.598,1354.571,1424.278,1462.646,1461.551,5.9
3,Physician & Clinical Services ($),State,4,Plains,North Dakota,664.593,712.975,716.592,737.027,818.68,807.243,785.991,815.368,811.014,861.503,917.014,1001.434,1116.733,1203.523,1254.919,1289.216,1384.556,1281.232,1305.814,3.8
3,Physician & Clinical Services ($),State,4,Plains,South Dakota,534.559,575.54,607.609,648.919,679.144,724.293,807.842,860.26,987.824,1057.963,994.464,1134.298,1204.948,1212.795,1206.418,1305.197,1360.313,1407.548,1461.07,5.7
3,Physician & Clinical Services ($),Region,5,Southeast,,685.446,724.164,766.267,790.386,814.262,838.458,883.071,912.194,956.603,1032.074,1116.414,1187.605,1283.16,1370.367,1415.818,1480.663,1506.69,1563.073,1605.192,4.8
3,Physician & Clinical Services ($),State,5,Southeast,Alabama,711.43,713.367,770.177,821.036,819.41,833.866,902.075,953.618,965.744,1027.161,1092.19,1191.869,1427.356,1452.561,1472.249,1478.8,1488.855,1528.163,1565.184,4.5
3,Physician & Clinical Services ($),State,5,Southeast,Arkansas,627.75,629.947,676.434,695.592,712.173,700.039,754.795,757.714,821.692,885.339,938.558,1019.677,1103.538,1193.969,1307.485,1354.663,1407.881,1451.402,1472.002,4.8
3,Physician & Clinical Services ($),State,5,Southeast,Florida,918.193,975.817,1008.964,1026.312,1014.359,1025.936,1057.143,1063.485,1118.063,1213.511,1313.753,1395.745,1511.941,1608.749,1685.33,1754.714,1813.76,1896.596,1949.54,4.3
3,Physician & Clinical Services ($),State,5,Southeast,Georgia,689.555,739.323,773.033,770.663,841.113,864.32,899.922,942.11,969.182,970.032,1027.177,1143.96,1163.926,1294.728,1286.624,1409.933,1404.869,1449.068,1478.312,4.3
3,Physician & Clinical Services ($),State,5,Southeast,Kentucky,579.732,631.686,661.116,685.007,753.187,783.101,822.338,844.669,946.485,1063.2,1098.581,1182.166,1270.359,1318.028,1331.089,1360.097,1361.061,1430.13,1467.259,5.3
3,Physician & Clinical Services ($),State,5,Southeast,Louisiana,645.768,692.521,717.089,731.055,733.316,751.693,799.27,864.048,948.562,1013.627,1044.316,1099.386,1209.789,1296.959,1265.832,1389.857,1416.708,1499.219,1558.723,5
3,Physician & Clinical Services ($),State,5,Southeast,Mississippi,522.211,514.351,575.359,591.217,638.461,671.052,744.751,740.436,746.821,861.421,960.228,1029.557,1092.248,1097.858,1209.292,1292.663,1322.228,1349.093,1390.628,5.6
3,Physician & Clinical Services ($),State,5,Southeast,North Carolina,550.718,599.15,660.094,689.555,700.084,739.024,772.569,787.607,852.247,918.89,1082.067,1090.546,1133.249,1202.162,1282.727,1318.775,1324.853,1375.096,1401.22,5.3
3,Physician & Clinical Services ($),State,5,Southeast,South Carolina,521.884,556.709,600.04,626.854,654.88,683.627,739.612,785.317,840.318,887.621,1005.613,1088.636,1167.439,1263.157,1287.515,1345.155,1365.231,1383.142,1398.936,5.6
3,Physician & Clinical Services ($),State,5,Southeast,Tennessee,640.774,681.116,740.501,768.281,869.166,902.483,963.472,1026.192,1045.263,1122.87,1260.007,1229.906,1339.547,1486.869,1521.857,1539.861,1538.491,1620.807,1669.401,5.5
3,Physician & Clinical Services ($),State,5,Southeast,Virginia,646.092,654.07,688.652,731.421,727.024,766.47,806.988,840.318,840.375,959.363,960.543,1072.318,1202.366,1278.015,1319.926,1399.653,1447.432,1466.529,1523.59,4.9
3,Physician & Clinical Services ($),State,5,Southeast,West Virginia,599.94,671.004,706.39,747.383,774.232,799.339,855.356,879.627,927.282,1005.131,1103.895,1194.82,1243.947,1293.645,1327.705,1361.833,1400.665,1489.36,1586.592,5.6
3,Physician & Clinical Services ($),Region,6,Southwest,,641.657,680.688,698.529,715.812,749.932,773.106,821.679,852.428,923.727,954.277,1027.934,1134.188,1171.56,1243.67,1374.85,1393.695,1398.426,1463.779,1514.782,4.9
3,Physician & Clinical Services ($),State,6,Southwest,Arizona,764.917,778.554,821.451,795.677,782.64,800.342,817.971,846.935,892.747,894.112,967.351,1090.139,1123.546,1199.268,1264.074,1304.564,1356.938,1411.017,1445.048,3.6
3,Physician & Clinical Services ($),State,6,Southwest,New Mexico,528.383,588.598,603.895,619.585,653.816,718.498,758.59,781.963,779.495,810.576,845.117,900.243,982.791,1074.2,1119.659,1193.954,1257.47,1355.759,1440.438,5.7
3,Physician & Clinical Services ($),State,6,Southwest,Oklahoma,584.834,634.571,648.498,677.961,705.226,735.004,793.964,826.272,887.343,939.566,1052.889,1101.726,1157.622,1169.356,1255.015,1321.376,1396.792,1446.802,1483.757,5.3
3,Physician & Clinical Services ($),State,6,Southwest,Texas,635.313,675.746,688.5,712.959,758.807,778.175,832.977,864.447,950.065,984.036,1054.616,1170.391,1201.939,1281.021,1443.887,1444.975,1421.382,1489.264,1543.969,5.1
3,Physician & Clinical Services ($),Region,7,Rocky Mountains,,591.212,626.93,641.535,654.83,674.684,698.483,741.622,819.449,837.489,912.817,959.436,1054.594,1148.02,1200.594,1237.966,1314.488,1330.983,1413.567,1451.826,5.1
3,Physician & Clinical Services ($),State,7,Rocky Mountains,Colorado,675.939,725.934,725.051,759.688,773.231,792.001,828.564,949.836,964.441,1057.887,1093.417,1182.325,1311.777,1354.039,1367.889,1483.957,1465.673,1584.343,1628.143,5
3,Physician & Clinical Services ($),State,7,Rocky Mountains,Idaho,554.792,576.385,608.25,600.193,639.334,663.005,707.22,740.201,770.801,813.792,853.679,938.198,987.703,1053.731,1126.139,1178.896,1201.731,1274.947,1287.079,4.8
3,Physician & Clinical Services ($),State,7,Rocky Mountains,Montana,536.017,568.061,573.571,545.267,591.971,631.624,671.069,696.315,743.837,824.227,912.154,1031.178,1112.303,1177.01,1206.907,1267.263,1329.668,1395.98,1462.576,5.7
3,Physician & Clinical Services ($),State,7,Rocky Mountains,Utah,497.562,519.741,548.71,551.866,554.642,583.22,636.22,671.531,676.371,715.113,764.465,858.215,921.828,985.346,1045.161,1072.261,1128.136,1150.514,1188.549,5
3,Physician & Clinical Services ($),State,7,Rocky Mountains,Wyoming,509.142,527.312,575.441,588.783,630.986,644.618,698.953,804.691,812.368,962.413,1030.983,1176.83,1238.029,1291.639,1367.054,1439.328,1490.697,1608.135,1620.572,6.6
3,Physician & Clinical Services ($),Region,8,Far West,,853.333,914.017,946.101,959.431,991.442,1022.583,1035.503,1093.79,1079.058,1088.971,1141.508,1209.85,1332.658,1417.143,1537.107,1585.193,1682.675,1771.24,1834.444,4.3
3,Physician & Clinical Services ($),State,8,Far West,Alaska,708.913,720.311,756.69,765.89,821.036,901.241,954.636,1052.441,1114.272,1208.444,1405.727,1659.12,1783.849,1936.7,2111.161,2158.363,2270.376,2433.127,2570.335,7.4
3,Physician & Clinical Services ($),State,8,Far West,California,908.926,975.43,1014.732,1027.249,1054.348,1088.323,1097.022,1134.915,1108.898,1102.81,1138.272,1195.88,1317.827,1400.471,1529.082,1570.151,1689.47,1779.07,1836.031,4
3,Physician & Clinical Services ($),State,8,Far West,Hawaii,745.734,775.257,833.042,928.421,1031.087,1139.558,1135.157,1201.124,1165.399,1161.107,1132.407,1236.079,1331.377,1381.423,1443.299,1524.479,1717.775,1790.151,1872.99,5.2
3,Physician & Clinical Services ($),State,8,Far West,Nevada,796.573,861.579,862.781,859.763,885.44,893.693,954.065,983.996,986.027,1062.043,1136.797,1235.413,1403.494,1502.527,1599.602,1621.106,1639.339,1647.453,1693.957,4.3
3,Physician & Clinical Services ($),State,8,Far West,Oregon,628.336,681.908,702.039,720.24,757.996,768.563,820.185,970.758,978.811,983.664,1140.83,1155.729,1301.744,1421.749,1527.272,1629.297,1597.448,1752.172,1756.609,5.9
3,Physician & Clinical Services ($),State,8,Far West,Washington,702.74,746.957,749.889,757.466,804.004,819.295,821.476,947.252,975.354,1052.215,1136.083,1259.63,1362.668,1429.968,1522.309,1581.918,1642.309,1715.107,1841.768,5.5
4,Other Professional Services ($),United States,0,United States,,73.97,82.054,89.186,92.073,101.294,108.413,116.184,122.497,125.408,131.181,142.473,151.768,161.265,171.093,179.484,185.618,197.388,208.502,217.771,6.2
4,Other Professional Services ($),Region,1,New England,,80.753,95.435,100.05,102.506,113.635,126.364,145.032,152.749,157.05,161.999,175.667,185.52,196.993,209.644,217.648,225.361,239.635,255.341,271.854,7
4,Other Professional Services ($),State,1,New England,Connecticut,82.099,113.325,118.467,112.2,121.96,136.785,166.647,177.892,178.715,188.506,203.094,213.167,222.578,234.836,240.988,243.005,262.861,280.962,305.098,7.6
4,Other Professional Services ($),State,1,New England,Maine,76.197,85.96,91.209,93.101,111.26,119.781,128.797,140.096,151.467,154.127,173.084,180.964,201.661,230.182,246.899,255.827,276.373,283.72,283.163,7.6
4,Other Professional Services ($),State,1,New England,Massachusetts,82.955,93.078,102.205,108.529,117.799,133.461,152.533,157.009,158.758,161.102,176.007,185.228,195.578,203.861,209.213,217.225,225.061,240.757,256.926,6.5
4,Other Professional Services ($),State,1,New England,New Hampshire,83.719,92.907,67.783,79.016,97.451,105.498,112.424,122.342,137.464,142.42,148.164,154.184,165.18,176.619,188.087,194.184,211.973,230.266,247.914,6.2
4,Other Professional Services ($),State,1,New England,Rhode Island,73.228,75.992,84.027,84.336,91.659,95.431,105.797,109.392,112.196,116.207,124.915,143.438,158.302,175.796,188.532,209.86,232.191,248.102,262.086,7.3
4,Other Professional Services ($),State,1,New England,Vermont,67.115,76.947,82.19,82.179,98.011,102.259,112.026,129.384,146.345,158.264,168.091,180.913,191.487,212.952,224.978,239.039,255.237,269.962,285.788,8.4
4,Other Professional Services ($),Region,2,Mideast,,86.292,94.071,103.592,108.591,117.894,125.618,135.494,146.672,156.039,161.496,176.917,184.446,192.176,204.589,214.66,220.673,234.469,245.796,258.457,6.3
4,Other Professional Services ($),State,2,Mideast,Delaware,81.251,94.011,103.027,115.301,122.414,114.427,129.215,135.389,147.532,159.444,182.146,202.389,207.969,221.88,236.224,235.382,247.63,260.559,267.495,6.8
4,Other Professional Services ($),State,2,Mideast,District of Columbia,75.578,111.279,112.173,113.754,120.542,124.724,131.849,139.656,142.246,136.541,140.075,150.43,156.412,159.022,163.154,166.24,174.223,177.179,177.063,4.8
4,Other Professional Services ($),State,2,Mideast,Maryland,77.404,86.623,92.832,100.977,111.306,116.246,130.477,137.207,132.211,138.065,154.356,170.309,179.675,188.701,201.545,214.341,223.924,239.322,257.838,6.9
4,Other Professional Services ($),State,2,Mideast,New Jersey,106.58,114.389,122.66,128.353,143.724,153.513,163.724,173.583,175.39,171.301,185.88,192.816,201.727,217.91,231.55,240.807,259.338,269.214,280.281,5.5
4,Other Professional Services ($),State,2,Mideast,New York,84.401,89.81,98.718,102.741,107.057,114.342,123.314,137.536,154.092,165.228,182.025,190.401,196.834,206.688,214.397,218.416,232.064,246.074,261.72,6.5
4,Other Professional Services ($),State,2,Mideast,Pennsylvania,80.354,89.429,102.502,106.947,119.576,128.81,137.772,147.505,157.236,160.416,174.057,176.053,184.477,200.143,210.192,214.646,227.704,234.332,241.865,6.3
4,Other Professional Services ($),Region,3,Great Lakes,,66.043,73.279,86.501,87.412,97.817,106.045,112.053,116.488,115.667,123.213,134.124,143.346,156.502,166.324,177.391,185.003,195.038,206.405,212.619,6.7
4,Other Professional Services ($),State,3,Great Lakes,Illinois,64.907,73.072,80.904,85.759,93.503,102.501,108.348,113.937,114.806,126.123,137.9,148.752,170.847,177.199,192.754,207.674,224.34,239.74,248.003,7.7
4,Other Professional Services ($),State,3,Great Lakes,Indiana,58.97,64.616,71.868,76.35,86.45,91.263,95.908,103.43,98.686,103.072,115.342,122.717,130.527,140.408,144.384,150.475,156.42,166.702,174.825,6.2
4,Other Professional Services ($),State,3,Great Lakes,Michigan,68.593,76.076,91.994,97.634,108.958,118.022,123.672,124.856,123.031,129.655,140.498,149.48,161.102,175.76,187.929,193.939,205.823,217.157,222.542,6.8
4,Other Professional Services ($),State,3,Great Lakes,Ohio,69.775,76.296,99.704,88.239,98.406,105.77,111.253,114.714,114.918,122.166,132.03,142.502,151.705,160.354,166.519,170.959,174.38,184.376,191.799,5.8
4,Other Professional Services ($),State,3,Great Lakes,Wisconsin,63.637,71.642,76.883,82.826,98.574,109.179,118.957,125.417,124.837,129.59,139.281,144.637,154.403,165.737,182.825,185.105,195.08,201.441,199.813,6.6
4,Other Professional Services ($),Region,4,Plains,,63.971,70.592,72.955,78.095,90.245,97.698,106.951,114.381,117.27,126.547,132.127,140.958,153.449,166.607,177.594,183.721,195.234,206.956,215.278,7
4,Other Professional Services ($),State,4,Plains,Iowa,74.551,75.092,80.732,84.629,95.479,101.285,107.109,115.015,117.872,120.05,130.89,139.034,154.036,166.929,175.9,182.124,193.339,201.461,214.224,6
4,Other Professional Services ($),State,4,Plains,Kansas,71.395,78.767,80.219,82.913,93.417,96.762,108.308,117.314,119.893,123.975,135.159,140.791,154.137,168.786,183.545,185.844,197.341,213.911,223.577,6.5
4,Other Professional Services ($),State,4,Plains,Minnesota,69.954,77.341,82.085,87.102,100.23,111.288,121.128,131.573,134.926,144.367,144.799,154.822,166.329,186.972,192.057,199.447,210.075,220.776,228.443,6.8
4,Other Professional Services ($),State,4,Plains,Missouri,51.763,59.794,57.634,65.524,79.538,87.298,98.637,104.731,104.726,119.729,121.53,131.748,141.015,150.207,164.007,170.626,183.687,195.532,202.129,7.9
4,Other Professional Services ($),State,4,Plains,Nebraska,57.877,67.682,69.436,71.353,82.344,89.576,98.183,100.099,106.881,122.83,137.82,149.689,171.434,175.937,192.113,200.908,212.863,225.712,230.251,8
4,Other Professional Services ($),State,4,Plains,North Dakota,60.737,66.884,77.418,84.291,92.748,96.804,96.721,101.43,108.46,113.354,116.743,118.72,123.645,130.107,138.337,142.581,151.099,162.146,173.913,6
4,Other Professional Services ($),State,4,Plains,South Dakota,64.24,70.117,74.876,80.012,89.236,95.984,100.817,105.663,115.036,114.75,121.715,125.022,140.458,154.957,168.836,171.743,180.028,192.075,201.711,6.6
4,Other Professional Services ($),Region,5,Southeast,,59.849,68.462,75.848,80.597,87.883,95.56,103.244,107.748,107.235,110.871,121.327,131.089,140.227,150.381,161.249,165.992,177.877,188.872,197.858,6.9
4,Other Professional Services ($),State,5,Southeast,Alabama,44.793,50.171,53.534,55.085,67.534,77.365,89.017,92.563,88.797,93.95,95.225,101.512,109.834,121.054,126.182,125.586,131.626,138.944,148.328,6.9
4,Other Professional Services ($),State,5,Southeast,Arkansas,55.275,64.156,66.682,71.774,83.722,86.422,101.78,107.709,115.357,113.847,122.79,129.97,136.942,145.358,150.902,153.485,172.374,181.236,185.019,6.9
4,Other Professional Services ($),State,5,Southeast,Florida,84.821,99.829,108.747,116.133,122.859,133.009,143.989,149.088,145.48,149.685,167.079,175.93,186.013,195.442,215.496,216.742,230.747,249.233,264.87,6.5
4,Other Professional Services ($),State,5,Southeast,Georgia,63.315,73.69,78.854,81.962,84.007,88.531,95.703,95.182,95.758,100.366,106.152,117.16,127.803,131.693,138.062,139.636,148.204,152.799,155.107,5.1
4,Other Professional Services ($),State,5,Southeast,Kentucky,49.327,55.129,62.05,67.048,77.585,85.906,93.785,99.121,104.287,115.511,122.106,131.309,142.088,153.573,157.446,162.987,170.696,181.443,189.846,7.8
4,Other Professional Services ($),State,5,Southeast,Louisiana,48.381,56.384,65.803,73.636,77.821,81.509,89.838,91.435,92.191,96.436,107.288,117.345,129.691,141.847,145.008,158.179,168.145,182.927,189.234,7.9
4,Other Professional Services ($),State,5,Southeast,Mississippi,38.524,40.951,44.847,47.835,52.85,56.747,63.596,66.336,58.508,62.448,73.044,87.139,93.125,107.254,109.721,113.983,128.496,142.874,145.789,7.7
4,Other Professional Services ($),State,5,Southeast,North Carolina,53.007,60.825,68.318,72.145,83.938,86.753,92.849,98.288,94.337,99.308,108.357,116.665,128.13,141.652,155.597,166.669,181.831,190.249,201.805,7.7
4,Other Professional Services ($),State,5,Southeast,South Carolina,45.665,52.373,57.34,62.152,69.075,74.38,83.978,93.812,86.735,78.266,89.554,100.882,104.042,113.673,124.579,134.396,146.355,156.285,159.841,7.2
4,Other Professional Services ($),State,5,Southeast,Tennessee,57.67,60.95,69.078,73.096,84.615,99.272,101.121,105.857,108.531,107.646,116.598,130.106,137.699,151.147,159.756,161.151,173.954,176.352,181.76,6.6
4,Other Professional Services ($),State,5,Southeast,Virginia,57.741,63.457,75.377,77.208,79.215,91.282,91.099,96.423,101.88,106.42,116.11,122.931,130.258,138.863,148.636,156.832,168.515,180.679,191.577,6.9
4,Other Professional Services ($),State,5,Southeast,West Virginia,48.848,56.158,61.732,67.482,72.575,73.797,81.524,88.863,96.602,104.945,115.542,132.236,135.078,144.38,151.216,152.73,158.161,168.395,177.606,7.4
4,Other Professional Services ($),Region,6,Southwest,,65.313,71.85,75.755,75.288,87.356,93.381,100.72,105.256,109.646,114.92,121.655,128.196,132.238,140.375,146.055,151.505,159.381,167.179,173.798,5.6
4,Other Professional Services ($),State,6,Southwest,Arizona,73.397,77.575,81.677,84.295,94.1,99.432,103.247,105.956,107.324,110.834,119.858,135.359,143.155,158.988,169.477,174.244,179.874,189.146,197.428,5.7
4,Other Professional Services ($),State,6,Southwest,New Mexico,72.318,75.124,78.603,81.486,116.207,103.328,103.934,107.603,118.904,116.575,136.08,144.311,153.11,161.875,172.276,183.559,198.12,202.573,204.226,5.9
4,Other Professional Services ($),State,6,Southwest,Oklahoma,63.172,72.716,76.158,78.797,89.807,100.262,100.619,108.893,121.006,118.581,115.347,122.82,132.339,145.45,150.917,167.65,171.063,180.838,185.201,6.2
4,Other Professional Services ($),State,6,Southwest,Texas,63.318,70.136,74.101,72.046,82.733,89.857,99.842,104.264,107.499,115.18,121.89,125.887,127.685,132.983,136.959,140.345,148.943,156.363,163.351,5.4
4,Other Professional Services ($),Region,7,Rocky Mountains,,74.596,81.004,87.375,90.978,106.688,115.442,121.05,129.662,140.384,147.523,159.153,168.484,177.479,184.095,188.131,191.926,202.72,215.066,220.768,6.2
4,Other Professional Services ($),State,7,Rocky Mountains,Colorado,89.445,95.922,101.766,103.173,123.849,138.366,140.131,147.602,156.982,168.776,183.497,198,201.367,203.339,200.428,202.777,215.84,231.987,236.527,5.6
4,Other Professional Services ($),State,7,Rocky Mountains,Idaho,67.839,74.586,80.904,86.666,100.505,105.734,113.17,121.58,132.874,144.301,150.242,158.708,177.278,196.791,206.317,215.526,225.378,233.743,243.96,7.4
4,Other Professional Services ($),State,7,Rocky Mountains,Montana,71.644,80.197,90.238,85.287,94.235,93.633,106.16,109.161,131.098,144.992,157.606,159.911,172.447,179.171,194.338,202.471,209.753,222.887,227.933,6.6
4,Other Professional Services ($),State,7,Rocky Mountains,Utah,53.034,57.471,64.257,74.468,82.957,90.266,98.596,109.811,115.516,108.341,115.895,118.405,128.666,134.43,144.813,144.96,152.582,157.289,162.257,6.4
